Paikka_Id,KuntaNimi,Nimi,lat,lon,Aika,Arvo
1721,Joensuu,Melajärvi,62.427139646765916,30.441777251998268,2019-01-01,10999
2036,Iitti,Konnivesi,61.084431104134424,26.188617389141154,2019-01-01,7738
2037,Iitti,Kettujärvi,61.02745764249595,26.17722954296263,2019-01-01,7396
2039,Iitti,"Konnivesi, Vuolenkoski, ylä",61.079961903631116,26.18298538485683,2019-01-01,7734
2040,Iitti,"Vuolenkoski, ala",61.079796732751255,26.18239646870377,2019-01-01,7393
2041,Iitti,Mankala,60.99165451955205,26.16307149822261,2019-01-01,7399
2044,Iitti,"Mankalan voimalaitos, ylä",60.926204819173925,26.26849945315289,2019-01-01,7394
2045,Iitti,"Mankalan voimalaitos, ala",60.92617501617904,26.269625411136822,2019-01-01,6535
2048,Kouvola,"Pyhäjärvi, Jaala",61.03396513337842,26.506531099136982,2019-01-01,6533
2049,Mikkeli,"Kyyvesi, Haukivuori",62.017194185091064,27.195385819103127,2019-01-01,56
2050,Mikkeli,Iso-Naakkima,62.17753153576616,27.13575373896659,2019-01-01,61
2724,Kruunupyy,Emmesin järvi,63.67581487695834,23.579210658708572,2019-01-01,4836
2053,Kangasniemi,Synsiä,62.08603982782941,26.502040526988782,2019-01-01,71
2035,Heinola,Ala-Rieveli,61.33572288388385,26.20133631310814,2019-01-01,90
2055,Hirvensalmi,"Puulavesi, Liekune",61.62858537817035,26.763928949962267,2019-01-01,9448
2057,Hirvensalmi,Vahvajärvi,61.61540700490332,26.643714633123952,2019-01-01,72
2059,Mäntyharju,"Lahnavesi, Tuustaipale, ala",61.50007690594924,26.708284425736018,2019-01-01,77
2720,Veteli,Patanan tekoallas,63.30252897452472,23.98227106539501,2019-01-01,12083
2060,Mäntyharju,Saittalampi,61.44023764139523,26.61569670262875,2019-01-01,83
2061,Mäntyharju,"Pyhävesi, Mäntyharju",61.427889860876505,26.891466425748394,2019-01-01,106
2062,Kouvola,"Juolasvesi, Voikoski",61.25755821564633,26.773297009615533,2019-01-01,187
2064,Kouvola,"Vuohijärvi, etelä",61.09493764332716,26.77427601370268,2019-01-01,7633
2065,Kouvola,"Siikakoski, ala",61.09287231917986,26.712559772137126,2019-01-01,7276
2066,Kouvola,"Verla, ylä",61.06375346772943,26.63651326074119,2019-01-01,7272
2067,Kouvola,"Kamponen, Puolakka",61.04545458615056,26.62922387682228,2019-01-01,6684
2068,Kouvola,Suolajärvi,61.07998252497513,26.63540041481741,2019-01-01,7275
2069,Kouvola,Sonnanjärvi,61.06875604545535,26.61451712132815,2019-01-01,7044
2722,Perho,Yrttikosken säänn. Pato,63.31389843134695,24.11483781776661,2019-01-01,13281
2727,Kruunupyy,Isojärvi,63.646763878887796,23.53624351168854,2019-01-01,386
2034,Heinola,"Ruotsalainen, Heinola",61.200900591161286,26.02576216591153,2019-01-01,252
2033,Asikkala,"Kalkkinen, ala",61.29112496174704,25.59724102215464,2019-01-01,7739
1998,Jyväskylä,"Päijänne, pohj.",62.218286925517425,25.849888777629477,2019-01-01,132
2000,Jyväskylä,Palokkajärvi,62.25961448943918,25.746743351416573,2019-01-01,9422
2001,Muurame,Muuratjärvi,62.172830386285845,25.55080563232177,2019-01-01,45
2736,Veteli,Patanan alakanava,63.30247140070464,23.982097402740226,2019-01-01,10952
2002,Jyväskylä,Saarijärvi,61.997036633400675,25.372574566384763,2019-01-01,29
2003,Petäjävesi,Ala-Kintaus,62.27850499276799,25.337971472489773,2019-01-01,87
2004,Petäjävesi,Petäjävesi,62.215555331941395,25.23532512649749,2019-01-01,54
2735,Lapua,"Lapuanjoki, Pouttu",62.99065253335001,22.972630755160022,2019-01-01,2599
2007,Jämsä,"Jämsänkoski, ylä",61.928283962162816,25.160427119995084,2019-01-01,9769
2733,Sodankylä,"Kurkiaska, pato",67.31157261416317,26.696284832189782,2019-01-01,17374
2009,Jämsä,"Patalankoski, ylä",61.91697798485861,25.164382588191682,2019-01-01,9236
2010,Jämsä,"Patalankoski, ala",61.91598411307457,25.164594555487927,2019-01-01,7768
2732,Sodankylä,Matarakoski,67.58474907980931,26.745116489139747,2019-01-01,18781
2011,Kuhmoinen,Isojärvi,61.6641743764157,25.163232500412537,2019-01-01,83
2731,Sodankylä,Lammasoja,67.47847840277096,26.60466702046957,2019-01-01,17741
2012,Jämsä,Pälämä,61.73920987647219,25.150072906038126,2019-01-01,50
2014,Padasjoki,Alajärvi,61.38835490628167,25.190153903364845,2019-01-01,8140
2730,Sodankylä,Kelukoski,67.45529557400326,26.59572627747945,2019-01-01,18086
2015,Padasjoki,Miestämä,61.38949105152445,25.180407958714284,2019-01-01,10204
2016,Joutsa,"Suontee, Viherinkoski",61.72900082815235,26.18792143982209,2019-01-01,92
2018,Hartola,"Jääsjärvi, etelä",61.56738161656722,26.04671024788028,2019-01-01,90
2729,Lapua,Karan silta,62.90683616905246,23.35558257900139,2019-01-01,347
2023,Padasjoki,"Päijänne, Padasjoki",61.36219356929922,25.296238850188075,2019-01-01,7763
2024,Lahti,Vesijärvi,60.994064609802024,25.647040442741837,2019-01-01,8120
2030,Asikkala,"Päijänne, Kalkkinen",61.286151934782545,25.57410034349972,2019-01-01,7765
2728,Laihia,"Laihianjoki, Laihia, kk",62.97435720614578,22.011245803114647,2019-01-01,1189
2031,Asikkala,Kalkkistenkoski,61.28649826638291,25.59873509925813,2019-01-01,7744
2072,Kouvola,"Voikkaa, ylä",60.940977613811064,26.594987057761717,2019-01-01,6528
2074,Luumäki,Ylä-Kivijärvi,60.95447603924306,27.760989448664198,2019-01-01,81
2075,Luumäki,Ala-Kivijärvi,60.94297303351703,27.50533015080082,2019-01-01,136
2718,Halsua,Venetjärvi,63.527374669599745,24.19545646721243,2019-01-01,13167
2130,Nurmijärvi,Valkjärvi,60.4169711387716,24.722968302244052,2019-01-01,3411
2709,Alavus,Saarijärvi,62.62788108397706,23.316196799810747,2019-01-01,10548
2131,Nurmijärvi,Sandbacka,60.36278294585063,24.639123272495645,2019-01-01,3796
2132,Vantaa,Myllymäki,60.2970198537648,24.864644968267317,2019-01-01,2338
2133,Tuusula,Tuusulanjärvi,60.41678227067279,25.042732684444626,2019-01-01,3770
2135,Vantaa,Hanala,60.320019006866225,25.085469805336214,2019-01-01,2290
2707,Seinäjoki,Varpulan tekojärvi,62.810796799695346,23.122292021892466,2019-01-01,9140
2138,Vihti,Palojärvenkoski,60.293501048906066,24.373221796624808,2019-01-01,63
2140,Siuntio,Siuntionjoki,60.14184955484192,24.23313602417525,2019-01-01,96
2141,Vihti,Vanjoki,60.434177204104,24.20301947637093,2019-01-01,79
2143,Loppi,Punelia,60.67065574455408,24.21856878286836,2019-01-01,10792
2705,Alavus,Kuorasjärvi,62.71136328662077,23.205911578545862,2019-01-01,10584
2146,Vihti,Hiidenvesi,60.3538434542001,24.303181885399386,2019-01-01,3157
2149,Lohja,"Lohjanjärvi, Lohja",60.19013981594493,23.981260303243467,2019-01-01,3122
2154,Salo,Kaukolankoski,60.440309961265704,23.224515006930623,2019-01-01,25
2156,Somero,Painionjärvi,60.58926611210889,23.684807710150924,2019-01-01,8141
2157,Somero,Someronjärvi,60.62215897151121,23.519844147409405,2019-01-01,8141
2704,Alavus,Iso-Allasjärvi,62.57277868104333,23.34883791038989,2019-01-01,11570
2158,Somero,"Hovirinnankoski, ala",60.66569659479754,23.29221789769496,2019-01-01,8032
2159,Somero,"Hovirinnankoski, ylä",60.66544911887611,23.29204490276829,2019-01-01,8138
2701,Alavus,Kuotesjärvi,62.634860485345314,23.387444399543465,2019-01-01,11177
2161,Aura,"Hypöistenkoski, Aura",60.65106388673154,22.597577165598913,2019-01-01,59
2162,Turku,Halinen,60.46350212347006,22.307491556405765,2019-01-01,712
2699,Alavus,Jääskänjärvi,62.618378952462685,23.259171972579924,2019-01-01,10392
2164,Mynämäki,Laajoki,60.68060470548172,21.847652733575405,2019-01-01,41
2165,Uusikaupunki,Puttakoski,60.80566279111017,21.60301715375539,2019-01-01,9
2696,Alajärvi,Kätkänjärvi,62.856579143981314,23.816132584922872,2019-01-01,14908
2129,Hyvinkää,Kytäjärvi,60.610581311167174,24.671764534843543,2019-01-01,7950
1997,Jyväskylä,"Leppävesi, Kaunisharju",62.265740505711214,25.914534779958977,2019-01-01,138
2710,Alavus,Saukkojärvi,62.65837541612544,23.2904446701237,2019-01-01,10712
2126,Riihimäki,Hirvijärvi,60.668846910680216,24.665963816569995,2019-01-01,10292
2079,Kouvola,Haukkajärvi,60.917830132394045,26.86050833633004,2019-01-01,59
2080,Kouvola,Jyräänkoski,60.901959493816825,26.811068265398593,2019-01-01,5953
2083,Kouvola,"Lappakoski, ylä",60.92062469916089,26.674625448171625,2019-01-01,5562
2084,Kouvola,"Kuusankoski, ylä",60.905519089918464,26.651330599729125,2019-01-01,5539
2085,Kouvola,"Kuusankoski, ylä",60.902632789435216,26.660173041962782,2019-01-01,5550
2087,Kouvola,"Kuusankoski, ala",60.905219818977464,26.64333333227188,2019-01-01,4606
2090,Kouvola,"Keltti, ylä",60.87396027290843,26.614878810381175,2019-01-01,4605
2091,Kouvola,"Keltti, ala",60.8735834130669,26.614957014207626,2019-01-01,3949
2092,Kouvola,"Myllykoski, ylä",60.76872402810064,26.770918998129144,2019-01-01,3935
2093,Kouvola,"Myllykoski, ala",60.76450380752856,26.77597795344468,2019-01-01,3141
2094,Kouvola,"Anjala, ylä",60.710198431894646,26.8140453625214,2019-01-01,3103
2095,Kouvola,"Anjala, ylä",60.69910267449418,26.815098505955962,2019-01-01,3091
2096,Kouvola,"Anjala, ala",60.6982082361006,26.81757625639441,2019-01-01,2075
2099,Kouvola,"Ahvio, ylä",60.641575644086295,26.757268136764523,2019-01-01,132
2102,Kotka,"Pernoo, ylä",60.58038676189735,26.788640979425267,2019-01-01,43
2105,Kotka,Parikka,60.531405039987135,26.879538744140405,2019-01-01,1331
2715,Kaustinen,Vissavesi,63.5465711777923,23.808305404420686,2019-01-01,9608
2110,Pyhtää,Hirvikoski,60.61146673436122,26.66046226921276,2019-01-01,37
2111,Pyhtää,Tammijärvi,60.565860650710476,26.563223909348988,2019-01-01,1361
2115,Pyhtää,"Klåsarö, ala",60.53092160297278,26.52546619007504,2019-01-01,1057
2117,Loviisa,Kuuskoski,60.51530017893979,26.470929235268752,2019-01-01,1047
2118,Lapinjärvi,Pyhäjärvi,60.707390645580844,26.011290072970592,2019-01-01,68
2122,Askola,Vakkola,60.50823007142449,25.578310423028437,2019-01-01,60
2123,Porvoo,Vekkoski,60.39339242837582,25.428088567928267,2019-01-01,113
2712,Ilmajoki,"Ilmajoki, Nikkola",62.758249056447156,22.590484325153266,2019-01-01,3543
2125,Mäntsälä,Hirvihaaranjoki,60.627295972711366,25.22441607351913,2019-01-01,26
2711,Kurikka,Jurva,62.70229328878907,21.93289534297884,2019-01-01,6578
2127,Hyvinkää,Ylä-Suolijärvi,60.62323473187949,24.65772644369769,2019-01-01,8779
2166,Eura,Koskeljärvi,60.961702930836175,22.14887234413476,2019-01-01,118
1996,Jyväskylä,"Leppävesi, Leppälahti",62.237980002301214,25.961045622157783,2019-01-01,67
1993,Laukaa,Lievestuoreenjärvi,62.265761105176885,26.199125858534643,2019-01-01,132
1820,Vieremä,Salahminjärvi,63.83294232912469,26.89415486810617,2019-01-01,647
1824,Lapinlahti,"Porovesi, Nerkoo, ylä",63.40028158363304,27.296691439174413,2019-01-01,8557
1826,Kuopio,"Onkivesi, Ahkionlahti, ylä",63.20337525480047,27.2258260501722,2019-01-01,8455
1828,Kuopio,"Maaninkajärvi, Ahkionlahti, ala",63.20268748316365,27.223733249218768,2019-01-01,211
1830,Kuopio,Pulkonkoski,63.128712039668294,27.17436268865655,2019-01-01,59
1831,Sonkajärvi,Laakajärvi,63.83193699023338,27.894470769910086,2019-01-01,16437
3015,Vantaa,Luhtajoki (Hagalund),60.35065258087626,24.786708685473137,2019-01-01,39
1832,Sonkajärvi,Kiltuanjärvi,63.777023976972416,27.808489711796582,2019-01-01,14568
1833,Lapinlahti,Korpijärvi,63.44453436931511,27.98854615413238,2019-01-01,11031
3005,Espoo,Espoonjoki,60.18578465157099,24.59356934149849,2019-01-01,77
1834,Lapinlahti,Sälevä,63.51865013231806,27.946543980963593,2019-01-01,11747
1835,Lapinlahti,"Atron voimalaitos, ylä",63.37277147431396,27.987718822618767,2019-01-01,11027
3016,Vantaa,Luhtaanmäenjoki (Keimola),60.34280259637149,24.80788263135099,2019-01-01,44
2992,Vihti,"Vihtijärvi, Sorvarinjoki",60.52441689115762,24.576566973016185,2019-01-01,18
1839,Rautavaara,Keyritty,63.37044527813639,28.37517398742859,2019-01-01,35
1841,Kuopio,"Vuotjärvi, Irvinlahti",63.0777734911221,28.34439222821889,2019-01-01,9491
1845,Kuopio,"Paasikoski,Y",63.054325597999274,28.324478365911933,2019-01-01,8835
1846,Kuopio,"Karjalankoski,Ylä,Y",63.045057598661224,28.30461786402779,2019-01-01,8835
1848,Kuopio,"Vehkalahti,Y",63.04882474863891,28.34523337347101,2019-01-01,8615
1849,Kuopio,"Karjalankoski,Ala,Y",63.04485262688564,28.30348148264844,2019-01-01,8149
1851,Kuopio,"Kallavesi, Itkonniemi",62.89925502773385,27.731728580548197,2019-01-01,104
1853,Kuopio,Suuri-Pieksä,63.08991068273668,27.94394811141808,2019-01-01,153
1855,Leppävirta,"Kallavesi, Konnus, ylä",62.548903281383325,27.769817718812877,2019-01-01,8142
1856,Leppävirta,"Konnuksen kanava, ala",62.5491768701006,27.77229419009411,2019-01-01,8115
2990,Lohja,"Nummenjoki, Pirkkula mts",60.38533699634422,23.936168411135426,2019-01-01,119
1862,Varkaus,"Unnukka, Taipale, ylä",62.304705637816504,27.912458938882533,2019-01-01,116
1836,Kuopio,"Syväri, Lastukoski, ylä",63.20330380721855,28.277995825139453,2019-01-01,260
1816,Kiuruvesi,Kiuruvesi,63.597823495460425,26.771676796995425,2019-01-01,8844
1812,Rääkkylä,"Orivesi-Pyhäselkä, Arvinsalmi",62.390547477160034,29.567194820687043,2019-01-01,189
1809,Joensuu,"Pyhäselkä, Joensuu, ala",62.599061502750956,29.767458276108922,2019-01-01,192
1742,Lieksa,"Lieksanjoki, Lieksankoski, ala",63.33610579732164,30.03713988822661,2019-01-01,50
1745,Nurmes,"Saramojoki, Roukkajankoski",63.64429480025504,29.09379594217613,2019-01-01,42
3026,Lappeenranta,Suurijärvi,60.70327442226304,27.935455966059227,2019-01-01,115
1748,Valtimo,"Valtimonjoki, Nuolikoski",63.70856053764882,28.75877344065192,2019-01-01,49
1749,Nurmes,"Pielinen, Nurmes",63.54181187307805,29.131392668457288,2019-01-01,9324
3025,Luumäki,Urpalanjärvi,60.939019784468314,27.813973056641288,2019-01-01,48
1753,Joensuu,"Pielinen, Ahveninen",62.94820862801127,30.11189309932477,2019-01-01,9335
1755,Ilomantsi,"Haapajoki, Hiisjärvi",63.1234196103763,31.025763049582864,2019-01-01,42
1757,Ilomantsi,"Koitajoki, Möhkönkoski",62.64170036498032,31.303447902149998,2019-01-01,106
1758,Ilomantsi,"Viiksinselkä, Mutalahti",62.45160561346726,31.115174972529502,2019-01-01,54
1764,Ilomantsi,"Koitajoki, Lylykoski",62.76839524090089,30.703876413461774,2019-01-01,14414
1766,Joensuu,"Palojärvi, Pamilo, ylä",62.801067582184935,30.42881011717632,2019-01-01,14325
1767,Joensuu,"Pamilon voimalaitos, ala",62.7969277295476,30.413215696811022,2019-01-01,9343
1770,Ilomantsi,"Koitere, Surinkivi",62.873213601938474,30.65399918903204,2019-01-01,14325
1771,Ilomantsi,"Koitajoki, Hiiskosken silta",62.85369879763172,30.635838009997677,2019-01-01,14324
1775,Joensuu,"Pielisjoki, Hiirenvesi",62.83530853162353,30.213004147881236,2019-01-01,9332
1778,Joensuu,"Pielisjoki, Kaltimo, ylä",62.771024963936426,30.13367060196301,2019-01-01,200
1780,Joensuu,"Pielisjoki, Kaltimo, ala",62.768604376614334,30.135060230598057,2019-01-01,210
1786,Kontiolahti,"Pielisjoki, Jakokoski, ylä",62.74442099225328,30.042368210425682,2019-01-01,8411
1793,Kontiolahti,"Pielisjoki, Kuurna, ylä",62.704795625379745,29.874630668348274,2019-01-01,8391
1795,Kontiolahti,"Pielisjoki, Kuurna, ala",62.70518852739372,29.87386689694284,2019-01-01,7638
3021,Rautjärvi,Purnujärvi,61.237510735486524,29.0872412279818,2019-01-01,107
1799,Joensuu,"Pielisjoki, Joensuu, ylä",62.60122160424977,29.768594970320052,2019-01-01,7594
1802,Polvijärvi,Rauanjoki,62.9327958002237,29.443402900209165,2019-01-01,174
1806,Liperi,"Viinijärvi, Vaivio",62.68414283986989,29.44688256442869,2019-01-01,53
3017,Vantaa,Lepsämänjoki lm,60.332150721826636,24.758920246037178,2019-01-01,42
1808,Kitee,"Pyhäjärvi, Syrjäsalmi",62.03232225062988,29.88774200359632,2019-01-01,7950
1863,Kaavi,Saarijärvi,62.99164431129447,28.641712219693126,2019-01-01,56
2986,Vihti,"Enäjärvi, Hulttilanjoki",60.3629862883971,24.421260411517395,2019-01-01,78
1865,Juuka,"Vaikonjoki, Kajoonjärvi",63.113988004407155,28.95206324228443,2019-01-01,86
1869,Heinävesi,"Juojärvi, Juurikkasalmi",62.544385903483956,28.803250135764586,2019-01-01,10074
1939,Saarijärvi,Karankajärvi,62.765048118737965,24.821655147580906,2019-01-01,66
2953,Porvoo,"Ilolanjoki, Ilolan silta",60.45475482352213,25.754330843160375,2019-01-01,66
1940,Saarijärvi,Kalmarinjärvi,62.78655374121284,25.001215527642614,2019-01-01,69
1941,Saarijärvi,Saarijärvi,62.70395672666759,25.27158984358367,2019-01-01,11767
2951,Kuopio,Naarajärvi,62.9237051090792,27.22111021649468,2019-01-01,96
1943,Saarijärvi,Summasjärvi,62.67653695765486,25.3436980589722,2019-01-01,70
1944,Saarijärvi,Lannevesi,62.589014451104205,25.432056379975425,2019-01-01,47
1945,Äänekoski,"Pyhäjärvi, Parantala",62.64234286620966,25.50188821104309,2019-01-01,11970
1949,Äänekoski,Kiimasjärvi,62.61328934130221,25.540790973676952,2019-01-01,10720
2817,Nurmes,"Saramojoki, Louhikoski",63.67454839741275,29.152983689762703,2019-01-01,11701
1951,Äänekoski,"Äänekoski, ala",62.598161754783156,25.734465989975305,2019-01-01,9088
1952,Laukaa,Vatianjärvi,62.45913683829043,25.93960904624389,2019-01-01,40
1955,Laukaa,"Saraavesi, Kuusaa",62.45172729454481,25.94386421737996,2019-01-01,8441
1956,Pielavesi,Koivujärvi,63.44833657843661,26.224995641241037,2019-01-01,76
2814,Valtimo,Haapajärvi Valtimo,63.63467202913596,28.870341260611358,2019-01-01,10383
1961,Pielavesi,"Pielavesi, Säviä",63.19930240299796,26.66958713999057,2019-01-01,225
1966,Suonenjoki,Iisvesi,62.66660513924315,27.044310550588023,2019-01-01,50
1968,Suonenjoki,Suonenjoki,62.62880505623735,27.124301587524144,2019-01-01,60
2813,Nurmes,Kuokkastenkoski y,63.54215152853324,28.958371411609694,2019-01-01,10382
1974,Rautalampi,Hankavesi,62.617498002081355,26.827201492635744,2019-01-01,32
2780,Joensuu,Eimisjärvi,62.505309308688915,30.79031721174692,2019-01-01,6
1979,Konnevesi,"Konnevesi, etelä",62.665282704694974,26.565109925403576,2019-01-01,43
1984,Laukaa,"Leivonvesi, Simuna",62.37910936151395,26.177562387931665,2019-01-01,104
1985,Hankasalmi,"Kuuhankavesi, Hankasalmi",62.29792956297511,26.46784597105885,2019-01-01,61
2742,Keminmaa,"Taivalkoski,ala",65.93121125406745,24.71256361958219,2019-01-01,1228
1987,Hankasalmi,Armisvesi,62.43035262435383,26.64748016028555,2019-01-01,65
1991,Laukaa,"Kuusvesi, Simuna",62.38037247943628,26.17106994113659,2019-01-01,149
1938,Karstula,Pääjärvi,62.85091711284203,24.815847403025284,2019-01-01,76
2737,Ilmajoki,"Seinäjoki, Jouttikoski",62.664318554210574,22.874485639781767,2019-01-01,8431
1931,Viitasaari,"Keitele, Viitasaari",63.0719349455179,25.856606200245785,2019-01-01,76
1930,Viitasaari,Muuruejärvi,63.14882458293951,25.462918265042568,2019-01-01,53
2985,Loviisa,"Loviisanjoki, urheilukenttä",60.46433816384634,26.225142563336004,2019-01-01,16
1873,Heinävesi,"Varisvesi, Karvio, ylä",62.514851405216454,28.641202330011648,2019-01-01,281
1875,Heinävesi,"Kermajärvi, Kerma, ylä",62.394727238361405,28.758684177737198,2019-01-01,239
2982,Vihti,"Vanjoki, Kutin silta",60.44919019915947,24.21805930896766,2019-01-01,134
1881,Leppävirta,"Sorsavesi, Sorsakoski, ylä",62.45109293039606,27.650612467966447,2019-01-01,93
1884,Joroinen,Maavesi,62.218840251854836,27.57651131188211,2019-01-01,9903
1886,Joroinen,Sysmäjärvi,62.219342499281204,27.57661704701591,2019-01-01,8734
1889,Savonlinna,"Haukivesi, Oravi",62.110735242609465,28.60639696574941,2019-01-01,147
2980,Loviisa,"Koskenkylänjoki, Niinikoski",60.51578353763668,25.939706621735997,2019-01-01,45
1891,Sulkava,Kuhakoski,61.83544125651736,28.302807399425912,2019-01-01,21
1892,Savitaipale,Kuolimo,61.201254449259004,27.67934891940902,2019-01-01,62
2978,Loviisa,"Taasianjoki, Holmankoski",60.48519903740127,26.314188412778396,2019-01-01,44
1894,Savonlinna,"Pihlajavesi, Savonlinna, ala",61.859087478331155,28.853767297040967,2019-01-01,43
1895,Savonlinna,Suurijärvi,61.80189188330613,29.095234619220363,2019-01-01,56
1898,Mikkeli,"Saimaa, Ristiina",61.5008344285532,27.26356283409904,2019-01-01,319
2976,Lohja,"Pusulanjärvi eli Jäämäjärvi, luusua",60.448280050433524,23.96881453130499,2019-01-01,-31
1900,Lappeenranta,"Saimaa, Lauritsala",61.08313363162012,28.27206837969621,2019-01-01,322
1913,Virolahti,Salmen silta,60.62002962865324,27.632065272505677,2019-01-01,82
1914,Pihtipudas,Muurasjärvi,63.47117185419593,25.33518758966722,2019-01-01,76
1916,Pihtipudas,Saanijärvi,63.39975580124894,25.57203130981091,2019-01-01,43
2973,Lohja,"Pitkäjärvi, meijerin laituri",60.4306047123767,23.844975579970345,2019-01-01,70
1920,Viitasaari,"Kolima, etelä",63.17553474045431,25.93829690900272,2019-01-01,46
1921,Viitasaari,Kärnäjärvi,63.16937361423502,25.941421829429284,2019-01-01,123
1926,Kannonkoski,Pudasjärvi,62.97543830696434,25.342761652796394,2019-01-01,12957
2966,Askola,Tiiläänjärvi,60.532291416354106,25.704936061937776,2019-01-01,119
1927,Kannonkoski,"Kivijärvi, Huhmarlahti",63.07000661566568,25.299557440666256,2019-01-01,13026
1928,Viitasaari,Vuosjärvi,63.04334707748863,25.52739016542143,2019-01-01,44
2961,Espoo,Pitkäjärvi,60.24710586852418,24.749375797140537,2019-01-01,111
1739,Lieksa,"Lieksankosken Pato,Y",63.34325856119981,30.05341029578668,2019-01-01,139
2167,Eurajoki,"Lapinjoki, Ylinenkoski",61.17175238324332,21.66907150904744,2019-01-01,17
2169,Pöytyä,Yläneenjoki,60.87194255886557,22.4097672305318,2019-01-01,12
2380,Ristijärvi,Ristijärvi,64.47977815246091,28.135432435834,2019-01-01,13428
2541,Pello,Miekojärvi,66.64673980743643,24.42574521250004,2019-01-01,7672
2381,Ristijärvi,Uva,64.57853321745604,27.9909419678024,2019-01-01,123
2383,Paltamo,Kivesjärvi,64.40690927318848,27.504468526565155,2019-01-01,44
2540,Pello,Konttajärvi,66.82697380400514,24.38654193085686,2019-01-01,19
2384,Kuhmo,Änättijärvi,64.46043319302993,29.9137273846775,2019-01-01,100
2385,Kuhmo,Kalliojärvi,64.25816959292783,29.96935606387745,2019-01-01,59
2386,Kuhmo,Lentua,64.2037553926,29.689917947464426,2019-01-01,48
2387,Kuhmo,Saunajärvi,63.91978052678608,29.97101105689153,2019-01-01,95
2389,Kuhmo,Lammasjärvi,64.13124553231036,29.550980483088452,2019-01-01,16235
2391,Kuhmo,Kellojärvi,64.21393058749564,29.01567455886568,2019-01-01,121
2394,Kuhmo,"Ontojärvi, Paloniemi",64.11891600166,29.286133422722262,2019-01-01,15907
2379,Ristijärvi,Iso-Pyhäntä,64.49543542260965,28.36611278160164,2019-01-01,14911
2397,Sotkamo,Kaitainsalmi,64.169480411219,28.45187032888753,2019-01-01,13756
2400,Kajaani,"Nuasjärvi, Rehjanselkä",64.22693628037285,27.787275645482424,2019-01-01,13752
2539,Pello,Vietonen,66.64510495451208,24.434466000010524,2019-01-01,9259
2405,Paltamo,"Oulujärvi, Melalahti",64.39905088095699,27.651943543664327,2019-01-01,12215
2408,Kajaani,"Oulujärvi, Vuottolahti",64.12953310275218,27.23144452879639,2019-01-01,12216
2538,Ylitornio,Raanujärvi,66.65841167040007,24.68692256986701,2019-01-01,9636
2409,Vaala,"Oulujärvi, Vaala",64.5508573092298,26.822115798990534,2019-01-01,12216
2410,Vaala,Otermajärvi,64.6767756954953,27.059590535565203,2019-01-01,33
2415,Oulu,Porkkalan silta,65.06873723851767,26.307001165501852,2019-01-01,48
2536,Pello,Pello,66.77696166773262,23.967858853255066,2019-01-01,167
2416,Puolanka,Iso Puutiojärvi,64.86407492224623,27.595667090331226,2019-01-01,61
2418,Oulu,Nuorittajoki,65.09464966880921,26.45410953239437,2019-01-01,76
2420,Oulu,Haukipudas,65.19390468131827,25.410575874368572,2019-01-01,147
2399,Sotkamo,Jormasjärvi,64.08599365670523,28.1614092161956,2019-01-01,90
2378,Hyrynsalmi,Hyrynjärvi,64.68247678610625,28.501837576735912,2019-01-01,15639
2544,Ylitornio,Portimojärvi,66.3802323618787,23.865106448472968,2019-01-01,6432
2377,Hyrynsalmi,Niemelänjärvi,64.60601050743725,28.763077686659923,2019-01-01,92
2330,Veteli,Tunkkari,63.4900289901629,23.752273396700865,2019-01-01,57
2332,Kokkola,Lahnakoski,63.77113836982386,23.335806888245912,2019-01-01,1394
2553,Utsjoki,"Utsjoki, Kevoniemi",69.75658942833583,27.003159303626965,2019-01-01,71
2334,Kokkola,Hyyppä,63.863422342515506,23.44820562998519,2019-01-01,85
2336,Lestijärvi,Lestijärvi,63.58372666954241,24.71648829737782,2019-01-01,30
2338,Kannus,Saarenpää,63.98533524993205,23.762055250925588,2019-01-01,48
2552,Utsjoki,Onnelansuvanto,69.91155261556816,27.02749590092084,2019-01-01,228
2340,Haapajärvi,Haapajärvi,63.7459601617713,25.31350323009376,2019-01-01,8016
2342,Haapajärvi,Hautaperä,63.700674671648464,25.362695533529426,2019-01-01,9699
2343,Nivala,Malisjoki,63.93220904211597,24.96037802355365,2019-01-01,13
2349,Kalajoki,Niskakoski,64.20009728094827,24.11891261574689,2019-01-01,167
2352,Pyhäjärvi,"Pyhäjärvi, Pyhäsalmi",63.68173491093133,25.994505316260444,2019-01-01,132
2551,Utsjoki,"Inarijoki, Karigasniemi",69.39799294530033,25.84514560727353,2019-01-01,144
2355,Haapavesi,Haapajärvi,64.13064859236803,25.35760548588927,2019-01-01,8770
2360,Merijärvi,Tolpankoski,64.36119535142285,24.399451663305477,2019-01-01,2832
2548,Tornio,Kukkolankoski,65.9786170738226,24.056365292776984,2019-01-01,107
2361,Siikalatva,Lamujoki,64.33137968696714,25.85379835516685,2019-01-01,48
2363,Siikalatva,Uljua,64.33630819189662,25.872489241055998,2019-01-01,7736
2365,Siikajoki,Harjunniva,64.62504278965389,25.396346251982713,2019-01-01,122
2547,Tornio,Matkakoski,66.15258785746519,23.92995846179611,2019-01-01,148
2366,Siikajoki,Länkelä,64.76804794858796,24.874963091989542,2019-01-01,272
2367,Suomussalmi,Hossanjärvi,65.44341625600649,29.556711297744414,2019-01-01,61
2368,Suomussalmi,Piispajärvi-Vellijärvi,65.29664210165164,29.074187637822213,2019-01-01,68
